"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","y"
-0.300753534338314,"France","Female",0.082587650996756,-1.03043989021918,-1.33835834004901,-0.756597996928126,"Yes","Yes",0.0361192372512434,"Yes"
-1.49019943050666,"France","Female",0.082587650996756,1.04145338900471,1.27045671266706,2.21439760565284,"Yes","No",0.253414770565848,"Yes"
-0.036432224078682,"Spain","Male",0.269706753533042,1.04145338900471,0.520380882086027,0.728899804362356,"Yes","No",0.872093519098188,"Yes"
-2.77114116484179,"Germany","Female",-1.1336865154891,-0.339808797144546,0.541474825498902,3.69989540694332,"Yes","No",0.346933936540208,"Yes"
0.0448974098473585,"Germany","Male",1.57954047128704,-1.37575543675649,0.828337488717367,-0.756597996928126,"Yes","No",-1.62608161241811,"Yes"
-1.40886979658062,"Spain","Female",-0.291650554075816,-0.339808797144546,-1.33835834004901,-0.756597996928126,"Yes","No",0.339450241133114,"Yes"
-0.585407253079455,"Spain","Female",-0.198091002807673,-0.685124343681861,-1.33835834004901,2.21439760565284,"Yes","No",0.711706882741516,"Yes"
-1.76468694500704,"France","Female",0.363266304801185,-1.72107098329381,0.855480401774109,-0.756597996928126,"Yes","No",-1.23362892311677,"Yes"
-1.86634898741459,"France","Female",0.924623612410042,1.04145338900471,0.663623816558594,-0.756597996928126,"No","No",1.41678669508392,"Yes"
1.88498037742403,"France","Female",0.737504509873756,-1.03043989021918,0.808593860948385,-0.756597996928126,"No","No",1.64246514157382,"Yes"
1.83414935622025,"Germany","Female",-1.32080561802539,1.38676893554203,0.492438139034506,-0.756597996928126,"Yes","Yes",0.353173889606886,"Yes"
-0.117761858004722,"Germany","Female",-0.198091002807673,1.38676893554203,0.913972729089961,-0.756597996928126,"Yes","Yes",0.317160105739557,"Yes"
0.0652298183288686,"Germany","Male",-0.0109719002713869,1.04145338900471,0.713290889972909,-0.756597996928126,"No","No",1.11877363088974,"Yes"
-0.483745210671905,"Germany","Male",0.082587650996756,-1.37575543675649,0.271035556036362,-0.756597996928126,"Yes","No",-1.02308434447746,"Yes"
-1.39870359233986,"Spain","Female",2.32801688143219,-0.339808797144546,-1.33835834004901,-0.756597996928126,"Yes","No",-1.68573979819295,"Yes"
0.909024770311539,"Germany","Male",1.57954047128704,-1.03043989021918,0.847006615557714,3.69989540694332,"Yes","No",-1.22411572757297,"Yes"
