"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","y"
-0.326205110557847,"France","Female",0.293502746658687,-1.04170758993908,-1.22578637749307,-0.911537913725939,"Yes","Yes",0.0218853996433269,"Yes"
-0.44001395250985,"Spain","Female",0.198153923756118,-1.38746820794861,0.117344153787344,-0.911537913725939,"No","Yes",0.216522924929065,"No"
-1.53671733859279,"France","Female",0.293502746658687,1.03285611811804,1.3329866913892,2.52693026328628,"Yes","No",0.240674865417611,"Yes"
0.501495558183993,"France","Female",0.00745627795098111,-1.38746820794861,-1.22578637749307,0.80769617478017,"No","No",-0.108912470996466,"No"
2.06378057043422,"Spain","Female",0.388851569561256,-1.04170758993908,0.78568861241886,-0.911537913725939,"Yes","Yes",-0.365257518268659,"No"
-0.0572023932167491,"Spain","Male",0.484200392463825,1.03285611811804,0.597298727264621,0.80769617478017,"Yes","No",0.863607103427841,"Yes"
1.77408533637457,"France","Male",1.05629332987924,0.68709550010852,-1.22578637749307,0.80769617478017,"Yes","Yes",-1.5654089448751,"No"
-2.84034589186119,"Germany","Female",-0.946031951074706,-0.350186353920043,0.61798804913326,4.24616435179239,"Yes","No",0.334836986705042,"Yes"
-1.54706359695206,"France","Male",0.484200392463825,-0.350186353920043,1.05076774425698,0.80769617478017,"No","Yes",-0.437306979105915,"No"
0.346301682794898,"France","Male",-1.13672959687984,-1.04170758993908,0.931416787661191,-0.911537913725939,"Yes","Yes",-0.493205821951697,"No"
-1.26771462125169,"France","Male",-0.755334305269568,0.341334882098999,0.40916494250347,0.80769617478017,"No","No",-0.346182390474547,"No"
-1.58844863038915,"Spain","Male",-1.42277606558755,-0.695946971929564,-1.22578637749307,0.80769617478017,"Yes","No",-0.412102708911347,"No"
-1.80572005593389,"France","Female",-0.469287836561862,1.72437735413708,-1.22578637749307,0.80769617478017,"Yes","No",-1.28375286428218,"No"
-1.05044319570696,"France","Female",-1.32742724268498,-0.004425735910522,-1.22578637749307,0.80769617478017,"No","No",1.57827807886681,"No"
-0.160664976809479,"Spain","Female",-0.373939013659294,0.68709550010852,-1.22578637749307,0.80769617478017,"Yes","Yes",-0.59360628310412,"No"
-0.357243885635666,"Germany","Male",0.579549215366393,-0.695946971929564,1.06804955263511,0.80769617478017,"No","Yes",-0.621851389699696,"No"
0.025567673657435,"Germany","Male",1.81908391309979,-1.38746820794861,0.899348146449112,-0.911537913725939,"Yes","No",-1.65174327721579,"Yes"
-1.05044319570696,"Spain","Female",-1.42277606558755,1.37861673612756,-1.22578637749307,0.80769617478017,"Yes","Yes",-1.48988168389737,"No"
-0.657285378054584,"Spain","Male",0.579549215366393,0.341334882098999,-1.22578637749307,-0.911537913725939,"No","No",1.01885007844983,"No"
0.780844533884365,"France","Female",-1.42277606558755,0.341334882098999,-1.22578637749307,0.80769617478017,"Yes","Yes",-0.788833613803412,"No"
0.842922084040003,"France","Male",0.198153923756118,1.03285611811804,-1.22578637749307,0.80769617478017,"Yes","Yes",1.23100892811709,"No"
-0.150318718450206,"Spain","Female",-0.659985482367,1.03285611811804,-1.22578637749307,0.80769617478017,"Yes","No",0.66883829775082,"No"
-1.45394727171861,"Spain","Female",-0.0878925449515876,-0.350186353920043,-1.22578637749307,-0.911537913725939,"Yes","No",0.327301840008009,"Yes"
0.191107807405803,"France","Male",0.674898038268962,-0.695946971929564,-1.22578637749307,0.80769617478017,"No","Yes",-1.59279612107254,"No"
2.02239553699713,"France","Female",-0.0878925449515876,-0.004425735910522,-1.22578637749307,-0.911537913725939,"Yes","Yes",1.52191219081442,"No"
-0.760747961647314,"France","Male",-1.32742724268498,-0.695946971929564,-1.22578637749307,0.80769617478017,"No","Yes",0.42458426145647,"No"
1.09123228466255,"Germany","Male",-0.278590190756725,-1.04170758993908,0.966863133431919,-0.911537913725939,"Yes","Yes",1.21632951991455,"No"
-0.822825511802952,"France","Male",0.484200392463825,1.37861673612756,-1.22578637749307,0.80769617478017,"No","No",-1.07209809654119,"No"
-0.791786736725133,"Germany","Female",0.388851569561256,-0.695946971929564,1.03952304589614,-0.911537913725939,"Yes","Yes",0.00168995454982578,"No"
-2.47822684928663,"France","Male",-0.946031951074706,-1.73322882595813,-0.269061177040068,0.80769617478017,"Yes","Yes",-0.81040915487786,"No"
-0.615900344617492,"Spain","Female",0.00745627795098111,-0.695946971929564,-1.22578637749307,2.52693026328628,"Yes","No",0.702117790000468,"Yes"
-1.21598332945533,"France","Male",-0.278590190756725,0.68709550010852,0.141445155986431,-0.911537913725939,"No","Yes",0.98489279684227,"No"
-1.00905816226987,"Germany","Male",0.198153923756118,1.37861673612756,0.538911042902056,0.80769617478017,"No","No",-0.316314971229073,"No"
-1.35048468812588,"Spain","Female",0.293502746658687,0.341334882098999,-1.22578637749307,0.80769617478017,"Yes","Yes",-1.14204707111791,"No"
0.739459500447273,"Spain","Female",-0.946031951074706,1.37861673612756,-1.22578637749307,0.80769617478017,"Yes","Yes",0.729307437026389,"No"
-1.81606631429316,"France","Female",0.579549215366393,-1.73322882595813,0.925970407336597,-0.911537913725939,"Yes","No",-1.25659242931684,"Yes"
-1.66087243890407,"Spain","Male",-0.755334305269568,-0.695946971929564,1.10219872908065,-0.911537913725939,"No","Yes",0.243025740768803,"No"
1.58785268590766,"Spain","Male",-0.564636659464431,0.68709550010852,0.00100502115106546,-0.911537913725939,"No","Yes",-0.0284607173544564,"No"
